タイトル,巻数,著者・編者,出版年,出版機関・出版社
東屋敷遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20140331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
一色青海遺跡,3,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20140331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
別岨古窯群,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20130331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
キジ山古墳群・晴雲寺址,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20140331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
石座神社遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
車塚遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
吉竹遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
欠下城跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
中山砦跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
加原遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
石岸遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
モリ下遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
薬師ヶ根遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
下新田遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
東下地遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20160331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
八畝畑遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
大平本城,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20150331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
八巻古窯群,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20160331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
伝法寺野田遺跡,2,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20160331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
寄島遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20170331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
野添遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20160331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
多り畑遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20160331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
権六遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20170331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
東小笹遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20170331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
北丹波・東流遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20200331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
宮下遺跡・下懸遺跡2・五反田遺跡・惣作遺跡3,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20180331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
西地・東地遺跡　,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20190331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
岡山南遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20190331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
川向東貝津遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20200331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
北山窯跡・勘介窯跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20200331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
笹平遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20220331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
普門寺旧境内,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20200331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
石原遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20230331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
大栗遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20220331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
マサノ沢遺跡,本文編/図版編,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20230331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
一色城跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20230331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
胡桃窪遺跡・大名倉丸山遺跡・添沢遺跡,,愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター,20230331,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,昭和60年度,愛知県埋蔵文化財センター,19860300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,昭和61年度,愛知県埋蔵文化財センター,19870300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,昭和62年度,愛知県埋蔵文化財センター,19880300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,昭和63年度,愛知県埋蔵文化財センター,19890300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成元年度,愛知県埋蔵文化財センター,19900300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成2年度,愛知県埋蔵文化財センター,19910300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成3年度,愛知県埋蔵文化財センター,19920300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成4年度,愛知県埋蔵文化財センター,19930300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成5年度,愛知県埋蔵文化財センター,19940300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成6年度,愛知県埋蔵文化財センター,19950300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成7年度,愛知県埋蔵文化財センター,19960300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成8年度,愛知県埋蔵文化財センター,19970300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成9年度,愛知県埋蔵文化財センター,19980300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成10年度,愛知県埋蔵文化財センター,19990300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成11年度,愛知県埋蔵文化財センター,20000300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成12年度,愛知県埋蔵文化財センター,20010300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成13年度,愛知県埋蔵文化財センター,20020300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
愛知県埋蔵文化財センター年報,平成14年度,愛知県埋蔵文化財センター,20030300,（公財）愛知県教育・スポーツ振興財団愛知県埋蔵文化財センター
